Name,Address,City,State,State_name,Zip,Sales,Number_emp,Empsiz
AFRICAN AMERICAN SEAFOOD CORP,78 MORELAND ST,ROXBURY,MA,Massachusetts,02119,231,1,A
BLUE HILL CONVENIENCE,137 BLUE HILL AVE # B,ROXBURY,MA,Massachusetts,02119,224,1,A
ACADEMY MARKET INC,1588 COLUMBUS AVE,ROXBURY,MA,Massachusetts,02119,494,2,A
MARCELLA MARKET,80 MARCELLA ST,ROXBURY,MA,Massachusetts,02119,741,3,A
CENTRAL CONVENIENCE,218 BLUE HILL AVE,ROXBURY,MA,Massachusetts,02119,672,3,A
SENADO MARKET,2825 WASHINGTON ST,ROXBURY,MA,Massachusetts,02119,741,3,A
HAMDI ALAL MARKET,1433 TREMONT ST,ROXBURY CROSSING,MA,Massachusetts,02120,896,4,A
MIKE'S DONUTS,1524A TREMONT ST,ROXBURY CROSSING,MA,Massachusetts,02120,112,2,A
FUENTES MARKET,680 PARKER ST,ROXBURY CROSSING,MA,Massachusetts,02120,1976,8,B
MIKE'S DONUT SHOP,1524 TREMONT ST # A,ROXBURY CROSSING,MA,Massachusetts,02120,336,6,B
CLAUDIA MARKET INC,160 HUMBOLDT AVE,DORCHESTER,MA,Massachusetts,02121,247,1,A
OUR NEIGHBORHOOD VARIETY STORE,185 HOWARD AVE,DORCHESTER,MA,Massachusetts,02125,224,1,A
WOLLASTON'S WEST VILLAGE,460 PARKER ST,BOSTON,MA,Massachusetts,02115,3705,15,C
DUNKIN' DONUTS,115 FORSYTH ST,BOSTON,MA,Massachusetts,02115,280,5,B
DUNKIN' DONUTS,360 HUNTINGTON AVE #NORTHEASTE,BOSTON,MA,Massachusetts,02115,280,5,B
HEMENWAY VARIETY,95 WESTLAND AVE,BOSTON,MA,Massachusetts,02115,672,3,A
WOLLASTON'S MARKET,369 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02115,16055,65,E
STORE TWENTY FOUR INC,717 BOYLSTON ST,BOSTON,MA,Massachusetts,02116,896,4,A
DUNKIN' DONUTS,715 BOYLSTON ST,BOSTON,MA,Massachusetts,02116,392,7,B
SWEET CUPCAKES,225 NEWBURY ST,BOSTON,MA,Massachusetts,02116,284,4,A
DELUCA'S BACK BAY MARKET,239 NEWBURY ST,BOSTON,MA,Massachusetts,02116,4940,20,D
DUNKIN' DONUTS,1131 TREMONT ST # G,ROXBURY CROSSING,MA,Massachusetts,02120,392,7,B
MARSHALL'S FENWAY FARM STAND,1345 BOYLSTON ST,BOSTON,MA,Massachusetts,02215,1998,9,B
SHAW'S SUPERMARKET,33 KILMARNOCK ST,BOSTON,MA,Massachusetts,02215,2717,11,C
7-ELEVEN,121 JERSEY ST,BOSTON,MA,Massachusetts,02215,2240,10,C
FENWAY CONVENIENCE,76 KILMARNOCK ST,BOSTON,MA,Massachusetts,02215,448,2,A
QUALITY MART,21 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02115,1120,5,B
MARLBORO MARKET,45 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02115,2964,12,C
TEDESCHI FOOD SHOPS,141 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02115,3360,15,C
CHERRY MART,349 NEWBURY ST,BOSTON,MA,Massachusetts,02115,494,2,A
SWEET & NASTY,90 MASSACHUSETTS AVE # 90A,BOSTON,MA,Massachusetts,02115,1190,10,C
SWEET,49 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02115,710,10,C
DOWNTOWN CONVENIENCE TWO,1100 BOYLSTON ST,BOSTON,MA,Massachusetts,02215,896,4,A
DUNKIN' DONUTS,4 YAWKEY WAY # D,BOSTON,MA,Massachusetts,02215,280,5,B
CAMPUS CONVENIENCE,541 COMMONWEALTH AVE,BOSTON,MA,Massachusetts,02215,3584,16,C
7-ELEVEN,532 COMMONWEALTH AVE,BOSTON,MA,Massachusetts,02215,2240,10,C
G & V SYMPHONY MARKET,1130 BOYLSTON ST,BOSTON,MA,Massachusetts,02215,741,3,A
DUNKIN' DONUTS,530 COMMONWEALTH AVE,BOSTON,MA,Massachusetts,02215,280,5,B
DUNKIN' DONUTS,335 NEWBURY ST,BOSTON,MA,Massachusetts,02115,280,5,B
GNC,225 MASSACHUSETTS AVE # B,BOSTON,MA,Massachusetts,02115,604,4,A
TRADER JOE'S,899 BOYLSTON ST,BOSTON,MA,Massachusetts,02115,6175,25,D
CRT FOOD & BEVERAGE,907 BOYLSTON ST,BOSTON,MA,Massachusetts,02115,8645,35,D
SMOOTHIE KING,314 NEWBURY ST,BOSTON,MA,Massachusetts,02115,453,3,A
TRUFFLES FINE CONFECTIONS,800 BOYLSTON ST # 47,BOSTON,MA,Massachusetts,02199,595,5,B
GODIVA CHOCOLATIER,800 BOYLSTON ST,BOSTON,MA,Massachusetts,02199,1190,10,C
DUNKIN' DONUTS,800 BOYLSTON ST # 23,BOSTON,MA,Massachusetts,02199,1008,18,C
TEAVANA,800 BOYLSTON ST # 141,BOSTON,MA,Massachusetts,02199,1035,9,B
7-ELEVEN,252 W NEWTON ST # 1,BOSTON,MA,Massachusetts,02116,3584,16,C
SUGAR HEAVEN BOSTON,669 BOYLSTON ST,BOSTON,MA,Massachusetts,02116,476,4,A
7-ELEVEN,261 DARTMOUTH ST,BOSTON,MA,Massachusetts,02116,2240,10,C
LINDT CHOCOLATE,704 BOYLSTON ST,BOSTON,MA,Massachusetts,02116,714,6,B
GNC,545 BOYLSTON ST # 2,BOSTON,MA,Massachusetts,02116,755,5,B
BELMONT SPRINGS,,BOSTON,MA,Massachusetts,02116,460,4,A
FINAGLE A BAGEL,535 BOYLSTON ST,BOSTON,MA,Massachusetts,02116,28000,500,H
EXPRESS DEPOT,145 DARTMOUTH ST # 1,BOSTON,MA,Massachusetts,02116,448,2,A
WATERMARK DOUGHNUT CO,430 STUART ST,BOSTON,MA,Massachusetts,02116,840,15,C
DUNKIN' DONUTS,430 STUART ST,BOSTON,MA,Massachusetts,02116,280,5,B
DUNKIN' DONUTS,145 DARTMOUTH ST # 4,BOSTON,MA,Massachusetts,02116,504,9,B
TEAVANA,100 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02116,1035,9,B
CITY CONVENIENCE,130 DARTMOUTH ST,BOSTON,MA,Massachusetts,02116,2464,11,C
GOURMET BOUTIQUE,10 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02116,460,4,A
TRUFFLES,100 HUNTINGTON AVE # 47,BOSTON,MA,Massachusetts,02116,595,5,B
SHAW'S SUPERMARKET,53 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02199,7410,30,D
DUNKIN' DONUTS,53 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02199,168,3,A
RED MANGO,334 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02115,1725,15,C
SYMPHONY MARKET II NGHBRHD,291 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02115,2240,10,C
WHOLE FOODS MARKET,15 WESTLAND AVE,BOSTON,MA,Massachusetts,02115,2964,12,C
COLLEGE CONVENIENCE,281 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02115,896,4,A
DUNKIN' DONUTS,283 HUNTINGTON AVE,BOSTON,MA,Massachusetts,02115,560,10,C
FOOD BASKET,563 COLUMBUS AVE # 1,BOSTON,MA,Massachusetts,02118,448,2,A
MASS FOOD MARKET,603 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02118,672,3,A
MEDINA'S MARKET INC,611 TREMONT ST,BOSTON,MA,Massachusetts,02118,896,4,A
CASA CUONG,629 TREMONT ST # A,BOSTON,MA,Massachusetts,02118,494,2,A
DUNKIN' DONUTS,440 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02118,280,5,B
GIOVANNI'S MARKET,624 COLUMBUS AVE,ROXBURY,MA,Massachusetts,02118,896,4,A
DONUTS DUNKIN,440 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02118,280,5,B
ONE STOP CONVENIENCE,664 TREMONT ST,BOSTON,MA,Massachusetts,02118,896,4,A
BROTHERS MINI MARKET,802 TREMONT ST,BOSTON,MA,Massachusetts,02118,224,1,A
DUNKIN' DONUTS,434 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02118,1008,18,C
PENAS MARKET,1055 TREMONT ST,ROXBURY CROSSING,MA,Massachusetts,02120,448,2,A
O'CONNELL'S CONVENIENCE PLUS,40 WORCESTER SQ,BOSTON,MA,Massachusetts,02118,1792,8,B
DON QUIJOTE MARKET,1639 WASHINGTON ST,BOSTON,MA,Massachusetts,02118,247,1,A
FLOUR BAKERY & CAFE,1595 WASHINGTON ST,BOSTON,MA,Massachusetts,02118,2130,30,D
7-ELEVEN,1747 WASHINGTON ST,BOSTON,MA,Massachusetts,02118,1120,5,B
DUNKIN' DONUTS,818 HARRISON AVE,BOSTON,MA,Massachusetts,02118,504,9,B
ASIAN PACIFIC SEAFOOD TRADING,216 HARRISON AVE,BOSTON,MA,Massachusetts,02111,462,2,A
CITY FRUIT CO,231 HARRISON AVE # A,BOSTON,MA,Massachusetts,02111,888,4,A
LUN FAT PRODUCE,227 HARRISON AVE,BOSTON,MA,Massachusetts,02111,741,3,A
MAY'S CAKE HOUSE,223 HARRISON AVE # A,BOSTON,MA,Massachusetts,02111,284,4,A
LASKER'S VARIETY,67 APPLETON ST,BOSTON,MA,Massachusetts,02116,896,4,A
AMERICAN FOOD MANAGEMENT,161 BERKELEY ST,BOSTON,MA,Massachusetts,02116,24700,100,F
7-ELEVEN,55 BERKELEY ST,BOSTON,MA,Massachusetts,02116,2240,10,C
GIORGIANA'S,532 TREMONT ST,BOSTON,MA,Massachusetts,02116,575,5,B
BERKELEY STREET MARKET,56 BERKELEY ST,BOSTON,MA,Massachusetts,02116,896,4,A
OLDE DUTCH COTTAGE CANDY,518 TREMONT ST,BOSTON,MA,Massachusetts,02116,119,1,A
C MART OF HERALD ST,50 HERALD ST,BOSTON,MA,Massachusetts,02118,988,4,A
FIVE SEVENTY MARKET,570 TREMONT ST,BOSTON,MA,Massachusetts,02118,741,3,A
CAMPUS CONVENIENCE,700 ALBANY ST,BOSTON,MA,Massachusetts,02118,1792,8,B
7-ELEVEN,1306 WASHINGTON ST,BOSTON,MA,Massachusetts,02118,1120,5,B
PLUM PRODUCE,552 TREMONT ST,BOSTON,MA,Massachusetts,02118,888,4,A
OLD JAPAN INC,22 UNION PARK,BOSTON,MA,Massachusetts,02118,460,4,A
SOUTH END FORMAGGIO,268 SHAWMUT AVE,BOSTON,MA,Massachusetts,02118,2964,12,C
FOODIE'S URBAN MARKET,1421 WASHINGTON ST,BOSTON,MA,Massachusetts,02118,11115,45,D
FELICITY SWEETS,579 TREMONT ST,BOSTON,MA,Massachusetts,02118,476,4,A
BOSTON SALAD & PROVISION,55 FOOD MART RD,BOSTON,MA,Massachusetts,02118,5550,25,D
HOME MARKET FOODS,18 FOOD MART RD,ROXBURY,MA,Massachusetts,02118,494,2,A
GOOSE VALLEY NATURAL FOODS LLC,399 BOYLSTON ST # 3-300,BOSTON,MA,Massachusetts,02116,494,2,A
ALL THINGS CHOCOLATE,31 SAINT JAMES AVE # L5,BOSTON,MA,Massachusetts,02116,238,2,A
DUNKIN' DONUTS,8 PARK PLZ # 20,BOSTON,MA,Massachusetts,02116,896,16,C
C MART SUPERMARKET,692 WASHINGTON ST,BOSTON,MA,Massachusetts,02111,4940,20,D
DUNKIN' DONUTS,750 WASHINGTON ST,BOSTON,MA,Massachusetts,02111,784,14,C
DUNKIN' DONUTS,630 WASHINGTON ST,BOSTON,MA,Massachusetts,02111,616,11,C
DUNKIN' DONUTS,626 WASHINGTON ST,BOSTON,MA,Massachusetts,02111,280,5,B
CHRISTY'S MARKETS INC,107 STUART ST,BOSTON,MA,Massachusetts,02116,988,4,A
DUNKIN' DONUTS,80 BOYLSTON ST,BOSTON,MA,Massachusetts,02116,560,10,C
BAO BAO BAKERY & CAFE,77 HARRISON AVE,BOSTON,MA,Massachusetts,02111,284,4,A
CHINATOWN HIT,27 HARRISON AVE,BOSTON,MA,Massachusetts,02111,460,4,A
DUNKIN' DONUTS,17 KNEELAND ST,BOSTON,MA,Massachusetts,02111,616,11,C
TRUONG THANH MARKET,65 BEACH ST,BOSTON,MA,Massachusetts,02111,988,4,A
MING YU SEAFOOD,10 TYLER ST,BOSTON,MA,Massachusetts,02111,741,3,A
HAPPY FAMILY FOOD MARKET,11 HUDSON ST # A,BOSTON,MA,Massachusetts,02111,741,3,A
SIO KAM LUNG INC,65 HARRISON AVE,BOSTON,MA,Massachusetts,02111,115,1,A
MING KEE,54 KNEELAND ST,BOSTON,MA,Massachusetts,02111,752,4,A
SHING HONG TRADING INC,70 KNEELAND ST,BOSTON,MA,Massachusetts,02111,230,2,A
MAXIM BAKERY INC,62 HARRISON AVE,BOSTON,MA,Massachusetts,02111,284,4,A
FORTUNE MARKET INC,40 HARRISON AVE,BOSTON,MA,Massachusetts,02111,230,2,A
101 BAKERY,56 BEACH ST,BOSTON,MA,Massachusetts,02111,284,4,A
HING SHING PASTRY INC,67 BEACH ST,BOSTON,MA,Massachusetts,02111,355,5,B
GREAT TASTE BAKERY & RSTRNT,63 BEACH ST,BOSTON,MA,Massachusetts,02111,284,4,A
HO YUEN BAKERY INC,54 BEACH ST # 1,BOSTON,MA,Massachusetts,02111,497,7,B
NAM BAC HONG,75 HARRISON AVE # 1,BOSTON,MA,Massachusetts,02111,460,4,A
WINGS ENTERPRISES INC,48 BEACH ST,BOSTON,MA,Massachusetts,02111,1128,6,B
CHUNG WAH HONG CO,55 BEACH ST,BOSTON,MA,Massachusetts,02111,741,3,A
MEI SUM INC,40 BEACH ST,BOSTON,MA,Massachusetts,02111,497,7,B
KIRIN PRODUCE CO,22 OXFORD ST # 24,BOSTON,MA,Massachusetts,02111,666,3,A
ELDO CAKE HOUSE,36 HARRISON AVE,BOSTON,MA,Massachusetts,02111,355,5,B
HUI GUI INC,72 KNEELAND ST # 303,BOSTON,MA,Massachusetts,02111,302,2,A
CROWN ROYAL BAKERY,23 EDINBORO ST,BOSTON,MA,Massachusetts,02111,781,11,C
YADA YADA BAKERY,34 FARNSWORTH ST,BOSTON,MA,Massachusetts,02210,284,4,A
DUNKIN' DONUTS,330 CONGRESS ST # 1,BOSTON,MA,Massachusetts,02210,616,11,C
DUNKIN' DONUTS,268 SUMMER ST # 1,BOSTON,MA,Massachusetts,02210,336,6,B
FLOUR BAKERY,12 FARNSWORTH ST # 1,BOSTON,MA,Massachusetts,02210,284,4,A
WATERMARK DONUT,711 ATLANTIC AVE,BOSTON,MA,Massachusetts,02111,112,2,A
C MART 2 SUPERMARKET,109 LINCOLN ST,BOSTON,MA,Massachusetts,02111,988,4,A
SAGARINO'S,106 SOUTH ST,BOSTON,MA,Massachusetts,02111,988,4,A
AUNTIE ANNE'S PRETZELS,700 ATLANTIC AVE,BOSTON,MA,Massachusetts,02111,392,7,B
SERENADE CHOCOLATIER,720 ATLANTIC AVE,BOSTON,MA,Massachusetts,02111,357,3,A
HONEY DEW DONUTS,700 ATLANTIC AVE # 5,BOSTON,MA,Massachusetts,02111,168,3,A
NEW BRAND SEBSATIANS LLC,100 SUMMER ST,BOSTON,MA,Massachusetts,02110,1065,15,C
DUNKIN' DONUTS,176 FEDERAL ST # 1,BOSTON,MA,Massachusetts,02110,840,15,C
FIRST TENNESSEE CAPITAL MRKTS,99 SUMMER ST,BOSTON,MA,Massachusetts,02110,896,4,A
BRUEGGER'S BAGEL BAKERY,91 SUMMER ST,BOSTON,MA,Massachusetts,02110,392,7,B
ROSIE'S BAKERY & DESSERT SHOP,2 SOUTH STA,BOSTON,MA,Massachusetts,02110,426,6,B
DUNKIN' DONUTS,101 SUMMER ST,BOSTON,MA,Massachusetts,02110,616,11,C
WATERMARK DOUGHNUT CO,370 DORCHESTER AVE,SOUTH BOSTON,MA,Massachusetts,02127,2240,40,D
DUNKIN' DONUTS,22 W BROADWAY # 24,SOUTH BOSTON,MA,Massachusetts,02127,224,4,A
THREE D'S,249 E ST,SOUTH BOSTON,MA,Massachusetts,02127,448,2,A
NORTH COAST SEAFOOD,270 W 2ND ST,SOUTH BOSTON,MA,Massachusetts,02127,462,2,A
N C MARKET CORP,305 W BROADWAY,BOSTON,MA,Massachusetts,02127,741,3,A
DUNKIN' DONUTS,75 OLD COLONY AVE,SOUTH BOSTON,MA,Massachusetts,02127,280,5,B
DOUGHBOY DONUTS & DELI,220 DORCHESTER AVE,SOUTH BOSTON,MA,Massachusetts,02127,1960,35,D
LLANERA SUPERMARKET,260 E 8TH ST,SOUTH BOSTON,MA,Massachusetts,02127,494,2,A
TEDESCHI FOOD SHOPS,405 W BROADWAY,BOSTON,MA,Massachusetts,02127,896,4,A
DUNKIN' DONUTS,482 W BROADWAY,SOUTH BOSTON,MA,Massachusetts,02127,952,17,C
TEDESCHI'S,405 W BROADWAY,SOUTH BOSTON,MA,Massachusetts,02127,2240,10,C
GEORGE GREER FOODS,371 DORCHESTER AVE # 140,SOUTH BOSTON,MA,Massachusetts,02127,741,3,A
WEST SEVENTH MINI MARKET,51 W 7TH ST,BOSTON,MA,Massachusetts,02127,448,2,A
SWEET TOOTH BOSTON,371 W BROADWAY,SOUTH BOSTON,MA,Massachusetts,02127,355,5,B
J & J DISCOUNT MINI MART,131 W BROADWAY,SOUTH BOSTON,MA,Massachusetts,02127,448,2,A
GNC,84 SUMMER ST,BOSTON,MA,Massachusetts,02110,604,4,A
KIRIN PRODUCE CO,131 NEWMARKET SQ,BOSTON,MA,Massachusetts,02118,4440,20,D
GOOD SEASONS TRADING INC,911 MASSACHUSETTS AVE,BOSTON,MA,Massachusetts,02118,888,4,A
LORD JEFFS BEEF PLACE,129 NEWMARKET SQ,ROXBURY,MA,Massachusetts,02118,741,3,A
ON THE RUN,85 SOUTHAMPTON ST,ROXBURY,MA,Massachusetts,02118,2688,12,C
NEW YORK SUPPLY,50 NEWMARKET SQ,ROXBURY,MA,Massachusetts,02118,575,5,B
NEW BOSTON MEAT,81 NEWMARKET SQ,ROXBURY,MA,Massachusetts,02118,1848,8,B
ANDRADE MARKET,93 BURRELL ST,ROXBURY,MA,Massachusetts,02119,988,4,A
CASA BLANCA CONVENIENCE STORE,41 BURRELL ST,ROXBURY,MA,Massachusetts,02119,896,4,A
FOOD ENTERPRISES,,DORCHESTER,MA,Massachusetts,02125,494,2,A
BROWN'S FOOD MARKET,559 DUDLEY ST,DORCHESTER,MA,Massachusetts,02125,988,4,A
EL FRUTERO,740 DUDLEY ST,DORCHESTER,MA,Massachusetts,02125,247,1,A
TEDESCHI FOOD SHOPS,187 E COTTAGE ST,DORCHESTER,MA,Massachusetts,02125,2016,9,B
HILLSIDE SPA CARDOZA BROTHERS,26 HANCOCK ST,DORCHESTER,MA,Massachusetts,02125,896,4,A
JONES HILL VARIETY,20 HANCOCK ST,DORCHESTER,MA,Massachusetts,02125,741,3,A
ALVES MARKET,77 STOUGHTON ST,DORCHESTER,MA,Massachusetts,02125,37050,150,F
BROTHERS SUPERMARKET II,776 DUDLEY ST,DORCHESTER,MA,Massachusetts,02125,988,4,A
JACKSON FOOD MARKET,728 DUDLEY ST,DORCHESTER,MA,Massachusetts,02125,741,3,A
ABC FOODS,18 NEWMARKET SQ,BOSTON,MA,Massachusetts,02118,1976,8,B
SUPER STOP & SHOP,8 ALLSTATE RD # B,DORCHESTER,MA,Massachusetts,02125,88920,360,G
DUNKIN' DONUTS,1100 MASSACHUSETTS AVE,DORCHESTER,MA,Massachusetts,02125,1064,19,C
DUNKIN' DONUTS,875 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,Massachusetts,02122,2240,40,D
LAMBERT'S RAINBOW FRUIT,777 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,Massachusetts,02122,11100,50,E
ST PETER MARKET CO,419 ADAMS ST,DORCHESTER,MA,Massachusetts,02122,741,3,A
ADAM'S CONVENIENCE STORE,295 ADAMS ST,DORCHESTER,MA,Massachusetts,02122,224,1,A
ADAMS MARKET,365 ADAMS ST,DORCHESTER,MA,Massachusetts,02122,224,1,A
PHILLIP'S CANDY HOUSE,818 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,Massachusetts,02122,1785,15,C
7-ELEVEN,730 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,Massachusetts,02122,1792,8,B
PLAZA FISH MARKET II,777 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,Massachusetts,02122,1155,5,B
SPEEDY MARKET,4899 WASHINGTON ST,WEST ROXBURY,MA,Massachusetts,02132,672,3,A
SHAW'S SUPERMARKET,1377 HYDE PARK AVE # 4,HYDE PARK,MA,Massachusetts,02136,29640,120,F
STOP & SHOP SUPERMARKET,1025 TRUMAN HWY,HYDE PARK,MA,Massachusetts,02136,3705,15,C
STOP & SHOP CO INC,1025 TRUMAN HWY,HYDE PARK,MA,Massachusetts,02136,896,4,A
TEDESCHI FOOD SHOPS,590 RANDOLPH AVE,MILTON,MA,Massachusetts,02186,672,3,A
SPRAGUE STREET AUTO SVC,511 SPRAGUE ST,DEDHAM,MA,Massachusetts,02026,672,3,A
DEDHAM CONVENIENCE STORE,69 CEDAR ST,DEDHAM,MA,Massachusetts,02026,672,3,A
TEDESCHI FOOD SHOPS,77 CEDAR ST,DEDHAM,MA,Massachusetts,02026,448,2,A
GREEN GARDENS,49 RIVER ST,DEDHAM,MA,Massachusetts,02026,494,2,A
B C BAKING CO,27 COMO RD,HYDE PARK,MA,Massachusetts,02136,284,4,A
RIDDHI CORP,171 WOLCOTT SQ,HYDE PARK,MA,Massachusetts,02136,224,1,A
DUNKIN' DONUTS,1800 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,952,17,C
EVERFRESH JUICE,65 SPRAGUE ST,HYDE PARK,MA,Massachusetts,02136,666,3,A
MARASCIO'S MARKET,1758 RIVER ST,HYDE PARK,MA,Massachusetts,02136,741,3,A
SWEET CUPCAKES,119 BUSINESS ST,HYDE PARK,MA,Massachusetts,02136,781,11,C
RIVER PARK FOOD MART,1503 RIVER ST,HYDE PARK,MA,Massachusetts,02136,896,4,A
WOLCOTT GENERAL STORE,171 WOLCOTT SQ,HYDE PARK,MA,Massachusetts,02136,494,2,A
AU BEURRE CHAUD BAKERY,721 RIVER ST,MATTAPAN,MA,Massachusetts,02126,426,6,B
HYDE PARK MARKET,853 RIVER ST,MATTAPAN,MA,Massachusetts,02126,448,2,A
TEDESCHI FOOD SHOPS,695 TRUMAN HWY,HYDE PARK,MA,Massachusetts,02136,1792,8,B
DIANA MARKET,1070 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,988,4,A
DUNKIN' DONUTS,1200 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,1512,27,D
DUNKIN' DONUTS,942 HYDE PARK AVE # 7,HYDE PARK,MA,Massachusetts,02136,504,9,B
NEIGHBORHOOD CONVENIENCE STR,994 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,224,1,A
TEDESCHI FOOD SHOPS,1239 RIVER ST,HYDE PARK,MA,Massachusetts,02136,672,3,A
PRICE RITE,892 RIVER ST,HYDE PARK,MA,Massachusetts,02136,988,4,A
BLESSING OF GOD AFRICAN MARKET,1076 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,222,1,A
TEDESCHI FOOD SHOPS,1187 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,1568,7,B
STAR FOOD MART,1266 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,247,1,A
ANDREA MINI MARKET,2 FAIRMOUNT AVE,HYDE PARK,MA,Massachusetts,02136,741,3,A
AMERICA'S FOOD BASKET,942 HYDE PARK AVE,HYDE PARK,MA,Massachusetts,02136,4940,20,D
LALA'S SUPERMARKET,1244 RIVER ST,HYDE PARK,MA,Massachusetts,02136,988,4,A
J & G'S MARKET,274 HYDE PARK AVE,JAMAICA PLAIN,MA,Massachusetts,02130,224,1,A
AMERICAN LEGION MARKET,569 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,741,3,A
BABY NAT'S FRUITLAND,606 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,2664,12,C
LEGION DONUTS INC,684 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,112,2,A
DUNKIN' DONUTS,684 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,896,16,C
PISCES FISH MARKET,690 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,462,2,A
SAVE-A-LOT,650 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,7410,30,D
CUMMINS MARKET,290 CUMMINS HWY,ROSLINDALE,MA,Massachusetts,02131,448,2,A
CLINTON MARKET,702 AMERICAN LEGION HWY,ROSLINDALE,MA,Massachusetts,02131,231,1,A
J A INC MARKET,12 PROSPECT AVE,ROSLINDALE,MA,Massachusetts,02131,494,2,A
SUGAR BAKING CO & RESTAURANT,4174 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,284,4,A
STOP & SHOP SUPERMARKET,950 AMERICAN LEGION HWY # 1,ROSLINDALE,MA,Massachusetts,02131,20995,85,E
DIAZ MARKET,446 HYDE PARK AVE,ROSLINDALE,MA,Massachusetts,02131,741,3,A
BUDGET MART,229 FLORENCE ST,ROSLINDALE,MA,Massachusetts,02131,896,4,A
ROSLINDALE MARKET,4140 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,247,1,A
DUNKIN' DONUTS,4175 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,1064,19,C
GROVE STREET MARKET,189 GROVE ST,CHESTNUT HILL,MA,Massachusetts,02467,741,3,A
CHERYL ANN'S OF BROOKLINE,1010 W ROXBURY PKWY,CHESTNUT HILL,MA,Massachusetts,02467,71,1,A
PUTTERHAM MARKET,189 GROVE ST,CHESTNUT HILL,MA,Massachusetts,02467,741,3,A
VIMICO INC,189 GROVE ST,CHESTNUT HILL,MA,Massachusetts,02467,448,2,A
QUALITY MEAT MARKET,13 CORINTH ST,ROSLINDALE,MA,Massachusetts,02131,247,1,A
STATION DONUTS INC,4610 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,784,14,C
DUNKIN' DONUTS,4610 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,280,5,B
ROSLINDALE FISH MARKET,38 POPLAR ST,ROSLINDALE,MA,Massachusetts,02131,462,2,A
DOWNTOWN BRAZIL,878 SOUTH ST,ROSLINDALE,MA,Massachusetts,02131,224,1,A
VILLAGE MARKET,30 CORINTH ST,ROSLINDALE,MA,Massachusetts,02131,9880,40,D
FORNAX BREAD CO INC,27 CORINTH ST,ROSLINDALE,MA,Massachusetts,02131,426,6,B
CHRISTO'S MARKET,873 SOUTH ST,ROSLINDALE,MA,Massachusetts,02131,494,2,A
HOME MARKET,165 BELGRADE AVE,ROSLINDALE,MA,Massachusetts,02131,247,1,A
HENRY'S MARKET,892 SOUTH ST,ROSLINDALE,MA,Massachusetts,02131,494,2,A
BOSTON CHEESE CELLAR LLC,18 BIRCH ST,ROSLINDALE,MA,Massachusetts,02131,460,4,A
DROUBI BAKERY,748 SOUTH ST,ROSLINDALE,MA,Massachusetts,02131,213,3,A
TONY'S MARKET,4253 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,247,1,A
SILVAS BRAZILIAN MARKET,150 BELGRADE AVE,ROSLINDALE,MA,Massachusetts,02131,988,4,A
EL CHAVO MEXICAN PRODUCTS,4254 WASHINGTON ST,ROSLINDALE,MA,Massachusetts,02131,224,1,A
DIANE'S BAKERY,9 POPLAR ST,ROSLINDALE,MA,Massachusetts,02131,355,5,B
